DateTime,Junction,Vehicles,ID,Event,Temperature (°F),Humidity (%),Pressure (in),Wind Speed (mph),Hour,DayOfWeek,IsWeekend,IsEvent
2016-08-25 14:00:00,1,59,20160825141,NoEvent,70,71,29.19,8,14,3,0,0
2016-08-25 15:00:00,1,52,20160825151,NoEvent,70,69,29.24,8,15,3,0,0
2016-08-25 16:00:00,1,55,20160825161,NoEvent,74,74,29.09,8,16,3,0,0
2016-08-25 17:00:00,1,55,20160825171,NoEvent,70,74,29.16,8,17,3,0,0
2016-08-25 18:00:00,1,55,20160825181,NoEvent,76,74,29.01,9,18,3,0,0
2016-08-25 19:00:00,1,64,20160825191,NoEvent,70,73,29.1,10,19,3,0,0
2016-08-25 20:00:00,1,63,20160825201,NoEvent,70,74,29.18,11,20,3,0,0
2016-08-25 21:00:00,1,59,20160825211,NoEvent,70,72,29.25,12,21,3,0,0
2016-08-25 22:00:00,1,54,20160825221,NoEvent,76,74,29.24,12,22,3,0,0
2016-08-25 23:00:00,1,47,20160825231,NoEvent,75,69,29.23,12,23,3,0,0
2016-08-26 00:00:00,1,46,20160826001,NoEvent,75,44,29.27,1,0,4,0,0
2016-08-26 01:00:00,1,38,20160826011,NoEvent,72,42,29.24,2,1,4,0,0
2016-08-26 02:00:00,1,32,20160826021,NoEvent,63,45,29.18,3,2,4,0,0
2016-08-26 03:00:00,1,26,20160826031,NoEvent,60,51,29.2,4,3,4,0,0
2016-08-26 04:00:00,1,23,20160826041,NoEvent,59,52,29.28,5,4,4,0,0
2016-08-26 05:00:00,1,22,20160826051,NoEvent,57,54,29.11,5,5,4,0,0
2016-08-26 06:00:00,1,27,20160826061,NoEvent,53,53,29.13,6,6,4,0,0
2016-08-26 07:00:00,1,29,20160826071,NoEvent,56,49,29.03,7,7,4,0,0
2016-08-26 08:00:00,1,33,20160826081,NoEvent,57,50,29.1,8,8,4,0,0
2016-08-26 09:00:00,1,40,20160826091,NoEvent,56,49,29.29,8,9,4,0,0
2016-08-26 10:00:00,1,59,20160826101,NoEvent,55,50,29.2,9,10,4,0,0
2016-08-26 11:00:00,1,62,20160826111,NoEvent,55,49,29.22,10,11,4,0,0
2016-08-26 12:00:00,1,63,20160826121,NoEvent,59,52,29.23,11,12,4,0,0
2016-08-26 13:00:00,1,56,20160826131,NoEvent,60,49,29.22,11,13,4,0,0
2016-08-26 14:00:00,1,58,20160826141,NoEvent,63,44,29.25,11,14,4,0,0
2016-08-26 15:00:00,1,61,20160826151,NoEvent,71,45,29.24,12,15,4,0,0
2016-08-26 16:00:00,1,51,20160826161,NoEvent,73,43,29.06,12,16,4,0,0
2016-08-26 17:00:00,1,51,20160826171,NoEvent,69,47,29.28,13,17,4,0,0
2016-08-26 18:00:00,1,58,20160826181,NoEvent,69,45,29.28,13,18,4,0,0
2016-08-26 19:00:00,1,57,20160826191,NoEvent,69,47,29.04,13,19,4,0,0
2016-08-26 20:00:00,1,56,20160826201,NoEvent,71,41,29.16,14,20,4,0,0
2016-08-26 21:00:00,1,46,20160826211,NoEvent,68,46,29.21,15,21,4,0,0
2016-08-26 22:00:00,1,48,20160826221,NoEvent,68,45,29.26,15,22,4,0,0
2016-08-26 23:00:00,1,48,20160826231,NoEvent,72,47,29.08,15,23,4,0,0
2016-08-27 00:00:00,1,40,20160827001,NoEvent,94,64,29.15,0,0,5,1,0
2016-08-27 01:00:00,1,36,20160827011,NoEvent,88,65,29.22,1,1,5,1,0
2016-08-27 02:00:00,1,29,20160827021,NoEvent,81,67,29.23,2,2,5,1,0
2016-08-27 03:00:00,1,25,20160827031,NoEvent,81,65,29.26,3,3,5,1,0
2016-08-27 04:00:00,1,22,20160827041,NoEvent,77,68,29.3,4,4,5,1,0
2016-08-27 05:00:00,1,16,20160827051,NoEvent,73,70,29.15,5,5,5,1,0
2016-08-27 06:00:00,1,17,20160827061,NoEvent,69,70,29.14,6,6,5,1,0
2016-08-27 07:00:00,1,20,20160827071,NoEvent,69,73,29.04,7,7,5,1,0
2016-08-27 08:00:00,1,22,20160827081,NoEvent,73,73,28.99,8,8,5,1,0
2016-08-27 09:00:00,1,27,20160827091,NoEvent,72,74,29.09,8,9,5,1,0
2016-08-27 10:00:00,1,34,20160827101,NoEvent,68,69,29.01,8,10,5,1,0
2016-08-27 11:00:00,1,36,20160827111,NoEvent,69,75,29.02,9,11,5,1,0
2016-08-27 12:00:00,1,35,20160827121,NoEvent,72,72,29.15,10,12,5,1,0
2016-08-27 13:00:00,1,35,20160827131,NoEvent,77,65,29.04,10,13,5,1,0
2016-08-27 14:00:00,1,32,20160827141,NoEvent,85,64,28.99,10,14,5,1,0
2016-08-27 15:00:00,1,36,20160827151,NoEvent,86,62,29.04,11,15,5,1,0
2016-08-27 16:00:00,1,30,20160827161,NoEvent,89,65,29.19,11,16,5,1,0
2016-08-27 17:00:00,1,32,20160827171,NoEvent,86,65,29.24,11,17,5,1,0
2016-08-27 18:00:00,1,38,20160827181,NoEvent,86,66,29.17,12,18,5,1,0
2016-08-27 19:00:00,1,42,20160827191,NoEvent,89,61,29.3,12,19,5,1,0
2016-08-27 20:00:00,1,48,20160827201,NoEvent,88,61,29.11,13,20,5,1,0
2016-08-27 21:00:00,1,44,20160827211,NoEvent,86,61,29.26,14,21,5,1,0
2016-08-27 22:00:00,1,37,20160827221,NoEvent,86,61,29.29,15,22,5,1,0
2016-08-27 23:00:00,1,36,20160827231,NoEvent,86,62,29.19,16,23,5,1,0
2016-08-28 00:00:00,1,35,20160828001,NoEvent,82,44,29.01,1,0,6,1,0
2016-08-28 01:00:00,1,26,20160828011,NoEvent,83,47,29.14,1,1,6,1,0
2016-08-28 02:00:00,1,22,20160828021,NoEvent,78,50,29.16,2,2,6,1,0
2016-08-28 03:00:00,1,20,20160828031,NoEvent,75,51,29.02,2,3,6,1,0
2016-08-28 04:00:00,1,21,20160828041,NoEvent,67,50,29.29,3,4,6,1,0
2016-08-28 05:00:00,1,13,20160828051,NoEvent,67,51,29.05,3,5,6,1,0
2016-08-28 06:00:00,1,19,20160828061,NoEvent,62,56,29.29,3,6,6,1,0
2016-08-28 07:00:00,1,22,20160828071,NoEvent,63,54,29.29,3,7,6,1,0
2016-08-28 08:00:00,1,22,20160828081,NoEvent,68,55,29.06,3,8,6,1,0
2016-08-28 09:00:00,1,29,20160828091,NoEvent,68,52,29.11,3,9,6,1,0
2016-08-28 10:00:00,1,36,20160828101,NoEvent,66,51,29.08,3,10,6,1,0
2016-08-28 11:00:00,1,36,20160828111,NoEvent,64,51,29.12,4,11,6,1,0
2016-08-28 12:00:00,1,34,20160828121,NoEvent,67,50,29.19,4,12,6,1,0
2016-08-28 13:00:00,1,36,20160828131,NoEvent,72,50,29.03,4,13,6,1,0
2016-08-28 14:00:00,1,32,20160828141,NoEvent,74,50,29.04,5,14,6,1,0
2016-08-28 15:00:00,1,30,20160828151,NoEvent,80,43,29.13,5,15,6,1,0
2016-08-28 16:00:00,1,31,20160828161,NoEvent,79,46,29.01,5,16,6,1,0
2016-08-28 17:00:00,1,33,20160828171,NoEvent,80,43,29.27,6,17,6,1,0
2016-08-28 18:00:00,1,42,20160828181,NoEvent,83,46,29.11,6,18,6,1,0
2016-08-28 19:00:00,1,44,20160828191,NoEvent,84,44,29.08,7,19,6,1,0
2016-08-28 20:00:00,1,47,20160828201,NoEvent,79,44,29.08,7,20,6,1,0
2016-08-28 21:00:00,1,46,20160828211,NoEvent,83,42,28.99,8,21,6,1,0
2016-08-28 22:00:00,1,44,20160828221,NoEvent,82,46,29.04,9,22,6,1,0
2016-08-28 23:00:00,1,42,20160828231,NoEvent,79,47,29.1,10,23,6,1,0
2016-08-29 00:00:00,1,40,20160829001,NoEvent,78,31,29.17,1,0,0,0,0
2016-08-29 01:00:00,1,31,20160829011,NoEvent,79,33,29.25,2,1,0,0,0
2016-08-29 02:00:00,1,22,20160829021,NoEvent,74,34,29.03,3,2,0,0,0
2016-08-29 03:00:00,1,22,20160829031,NoEvent,66,37,29.14,3,3,0,0,0
2016-08-29 04:00:00,1,18,20160829041,NoEvent,68,43,29.19,4,4,0,0,0
2016-08-29 05:00:00,1,22,20160829051,NoEvent,58,44,29.29,4,5,0,0,0
2016-08-29 06:00:00,1,25,20160829061,NoEvent,59,44,29.24,5,6,0,0,0
2016-08-29 07:00:00,1,26,20160829071,NoEvent,58,43,29.12,5,7,0,0,0
2016-08-29 08:00:00,1,34,20160829081,NoEvent,62,40,29.05,6,8,0,0,0
2016-08-29 09:00:00,1,39,20160829091,NoEvent,58,40,29.09,6,9,0,0,0
2016-08-29 10:00:00,1,54,20160829101,NoEvent,62,39,29.13,6,10,0,0,0
2016-08-29 11:00:00,1,81,20160829111,NoEvent,63,39,29.2,6,11,0,0,0
2016-08-29 12:00:00,1,74,20160829121,NoEvent,68,43,29.26,7,12,0,0,0
2016-08-29 13:00:00,1,64,20160829131,NoEvent,67,40,29.19,7,13,0,0,0
2016-08-29 14:00:00,1,68,20160829141,NoEvent,75,33,29.24,7,14,0,0,0
2016-08-29 15:00:00,1,66,20160829151,NoEvent,75,32,29.09,7,15,0,0,0
2016-08-29 16:00:00,1,63,20160829161,NoEvent,80,35,29.07,7,16,0,0,0
2016-08-29 17:00:00,1,65,20160829171,NoEvent,78,32,29.04,7,17,0,0,0
2016-08-29 18:00:00,1,66,20160829181,NoEvent,80,32,29.16,8,18,0,0,0
2016-08-29 19:00:00,1,67,20160829191,NoEvent,78,31,29.14,9,19,0,0,0
2016-08-29 20:00:00,1,63,20160829201,NoEvent,76,32,29.1,10,20,0,0,0
2016-08-29 21:00:00,1,59,20160829211,NoEvent,80,33,29.06,10,21,0,0,0
2016-08-29 22:00:00,1,59,20160829221,NoEvent,75,31,29.15,11,22,0,0,0
2016-08-29 23:00:00,1,60,20160829231,NoEvent,76,37,29.26,11,23,0,0,0
2016-08-30 00:00:00,1,49,20160830001,NoEvent,76,63,29.04,0,0,1,0,0
2016-08-30 01:00:00,1,43,20160830011,NoEvent,78,65,29.26,0,1,1,0,0
2016-08-30 02:00:00,1,33,20160830021,NoEvent,74,69,29.14,1,2,1,0,0
2016-08-30 03:00:00,1,30,20160830031,NoEvent,68,70,29.04,1,3,1,0,0
2016-08-30 04:00:00,1,27,20160830041,NoEvent,64,75,29.02,2,4,1,0,0
2016-08-30 05:00:00,1,24,20160830051,NoEvent,58,73,29.21,2,5,1,0,0
2016-08-30 06:00:00,1,24,20160830061,NoEvent,57,74,29.06,3,6,1,0,0
2016-08-30 07:00:00,1,30,20160830071,NoEvent,58,75,29.23,3,7,1,0,0
2016-08-30 08:00:00,1,33,20160830081,NoEvent,56,74,29.18,3,8,1,0,0
2016-08-30 09:00:00,1,39,20160830091,NoEvent,57,78,29.1,3,9,1,0,0
2016-08-30 10:00:00,1,50,20160830101,NoEvent,62,78,29.25,4,10,1,0,0
2016-08-30 11:00:00,1,64,20160830111,NoEvent,60,77,29.17,5,11,1,0,0
2016-08-30 12:00:00,1,61,20160830121,NoEvent,60,73,29.23,5,12,1,0,0
2016-08-30 13:00:00,1,55,20160830131,NoEvent,68,70,29.05,6,13,1,0,0
2016-08-30 14:00:00,1,59,20160830141,NoEvent,74,72,29.14,6,14,1,0,0
2016-08-30 15:00:00,1,58,20160830151,NoEvent,74,67,29.11,7,15,1,0,0
2016-08-30 16:00:00,1,58,20160830161,NoEvent,74,71,29.07,7,16,1,0,0
2016-08-30 17:00:00,1,59,20160830171,NoEvent,77,65,29.1,8,17,1,0,0
2016-08-30 18:00:00,1,61,20160830181,NoEvent,73,66,29.16,8,18,1,0,0
2016-08-30 19:00:00,1,68,20160830191,NoEvent,73,67,29.25,9,19,1,0,0
2016-08-30 20:00:00,1,58,20160830201,NoEvent,73,69,29.15,10,20,1,0,0
2016-08-30 21:00:00,1,58,20160830211,NoEvent,74,69,29.21,10,21,1,0,0
2016-08-30 22:00:00,1,56,20160830221,NoEvent,76,66,29.15,10,22,1,0,0
2016-08-30 23:00:00,1,55,20160830231,NoEvent,78,70,29.07,11,23,1,0,0
2016-08-31 00:00:00,1,48,20160831001,NoEvent,93,64,29.01,1,0,2,0,0
2016-08-31 01:00:00,1,41,20160831011,NoEvent,87,68,29.04,1,1,2,0,0
2016-08-31 02:00:00,1,34,20160831021,NoEvent,84,65,29.25,2,2,2,0,0
2016-08-31 03:00:00,1,25,20160831031,NoEvent,76,72,29.19,3,3,2,0,0
2016-08-31 04:00:00,1,23,20160831041,NoEvent,75,70,29.01,3,4,2,0,0
2016-08-31 05:00:00,1,24,20160831051,NoEvent,68,72,29.28,4,5,2,0,0
2016-08-31 06:00:00,1,27,20160831061,NoEvent,68,75,29.15,5,6,2,0,0
2016-08-31 07:00:00,1,29,20160831071,NoEvent,73,76,29.04,6,7,2,0,0
2016-08-31 08:00:00,1,34,20160831081,NoEvent,69,75,29.29,6,8,2,0,0
2016-08-31 09:00:00,1,39,20160831091,NoEvent,72,76,29.06,6,9,2,0,0
2016-08-31 10:00:00,1,53,20160831101,NoEvent,71,76,29.05,7,10,2,0,0
2016-08-31 11:00:00,1,70,20160831111,NoEvent,71,70,29.17,8,11,2,0,0
2016-08-31 12:00:00,1,72,20160831121,NoEvent,76,74,29.23,8,12,2,0,0
2016-08-31 13:00:00,1,58,20160831131,NoEvent,76,70,29.23,9,13,2,0,0
2016-08-31 14:00:00,1,64,20160831141,NoEvent,79,64,29.16,10,14,2,0,0
2016-08-31 15:00:00,1,67,20160831151,NoEvent,85,62,29.07,11,15,2,0,0
2016-08-31 16:00:00,1,57,20160831161,NoEvent,85,67,29.13,12,16,2,0,0
2016-08-31 17:00:00,1,61,20160831171,NoEvent,88,62,29.02,12,17,2,0,0
2016-08-31 18:00:00,1,70,20160831181,NoEvent,87,68,29.25,13,18,2,0,0
2016-08-31 19:00:00,1,69,20160831191,NoEvent,84,66,29.2,14,19,2,0,0
2016-08-31 20:00:00,1,61,20160831201,NoEvent,89,63,29.26,14,20,2,0,0
2016-08-31 21:00:00,1,64,20160831211,NoEvent,84,67,29.23,15,21,2,0,0
2016-08-31 22:00:00,1,63,20160831221,NoEvent,85,66,29.03,16,22,2,0,0
2016-08-31 23:00:00,1,60,20160831231,NoEvent,83,68,29.11,17,23,2,0,0
2016-01-09 00:00:00,1,54,20160901001,NoEvent,70,17,29.04,1,0,5,1,0
2016-01-09 01:00:00,1,43,20160901011,NoEvent,64,15,29.11,2,1,5,1,0
2016-01-09 02:00:00,1,39,20160901021,NoEvent,62,16,29.21,2,2,5,1,0
2016-01-09 03:00:00,1,28,20160901031,NoEvent,57,23,29.11,2,3,5,1,0
2016-01-09 04:00:00,1,24,20160901041,NoEvent,53,25,29.01,2,4,5,1,0
2016-01-09 05:00:00,1,23,20160901051,NoEvent,54,26,29.06,3,5,5,1,0
2016-01-09 06:00:00,1,29,20160901061,NoEvent,52,27,29.06,4,6,5,1,0
2016-01-09 07:00:00,1,35,20160901071,NoEvent,53,27,29.05,4,7,5,1,0
2016-01-09 08:00:00,1,34,20160901081,NoEvent,54,26,29.16,4,8,5,1,0
2016-01-09 09:00:00,1,42,20160901091,NoEvent,54,28,29.04,4,9,5,1,0
2016-01-09 10:00:00,1,53,20160901101,NoEvent,48,22,29.05,5,10,5,1,0
2016-01-09 11:00:00,1,62,20160901111,NoEvent,53,26,29.2,5,11,5,1,0
2016-01-09 12:00:00,1,62,20160901121,NoEvent,57,24,29.29,6,12,5,1,0
2016-01-09 13:00:00,1,58,20160901131,NoEvent,60,20,29.03,6,13,5,1,0
2016-01-09 14:00:00,1,61,20160901141,NoEvent,62,22,29.12,7,14,5,1,0
2016-01-09 15:00:00,1,58,20160901151,NoEvent,64,16,29.07,7,15,5,1,0
2016-01-09 16:00:00,1,58,20160901161,NoEvent,69,19,29.11,7,16,5,1,0
2016-01-09 17:00:00,1,55,20160901171,NoEvent,68,16,29.16,7,17,5,1,0
2016-01-09 18:00:00,1,59,20160901181,NoEvent,68,19,29.18,8,18,5,1,0
2016-01-09 19:00:00,1,61,20160901191,NoEvent,66,19,29.18,8,19,5,1,0
2016-01-09 20:00:00,1,59,20160901201,NoEvent,68,19,29.2,8,20,5,1,0
2016-01-09 21:00:00,1,59,20160901211,NoEvent,66,19,29.21,8,21,5,1,0
2016-01-09 22:00:00,1,62,20160901221,NoEvent,65,14,29.05,8,22,5,1,0
2016-01-09 23:00:00,1,54,20160901231,NoEvent,69,15,29.21,8,23,5,1,0
2016-02-09 00:00:00,1,50,20160902001,NoEvent,74,24,28.99,0,0,1,0,0
2016-02-09 01:00:00,1,42,20160902011,NoEvent,74,24,29.24,0,1,1,0,0
2016-02-09 02:00:00,1,35,20160902021,NoEvent,68,24,29.07,1,2,1,0,0
2016-02-09 03:00:00,1,28,20160902031,NoEvent,62,24,28.99,1,3,1,0,0
2016-02-09 04:00:00,1,24,20160902041,NoEvent,60,26,29.16,2,4,1,0,0
2016-02-09 05:00:00,1,25,20160902051,NoEvent,53,33,29.01,2,5,1,0,0
2016-02-09 06:00:00,1,26,20160902061,NoEvent,57,28,28.99,2,6,1,0,0
2016-02-09 07:00:00,1,34,20160902071,NoEvent,54,28,29.21,2,7,1,0,0
2016-02-09 08:00:00,1,37,20160902081,NoEvent,52,28,29.06,3,8,1,0,0
2016-02-09 09:00:00,1,42,20160902091,NoEvent,57,32,29.21,3,9,1,0,0
2016-02-09 10:00:00,1,49,20160902101,NoEvent,52,33,29.19,4,10,1,0,0
2016-02-09 11:00:00,1,64,20160902111,NoEvent,56,32,29.18,5,11,1,0,0
2016-02-09 12:00:00,1,67,20160902121,NoEvent,57,28,29.05,6,12,1,0,0
2016-02-09 13:00:00,1,51,20160902131,NoEvent,61,30,29.0,7,13,1,0,0
2016-02-09 14:00:00,1,64,20160902141,NoEvent,66,24,29.03,8,14,1,0,0
2016-02-09 15:00:00,1,58,20160902151,NoEvent,68,20,29.17,9,15,1,0,0
2016-02-09 16:00:00,1,57,20160902161,NoEvent,73,25,29.15,10,16,1,0,0
2016-02-09 17:00:00,1,54,20160902171,NoEvent,70,21,29.11,10,17,1,0,0
2016-02-09 18:00:00,1,59,20160902181,NoEvent,73,25,29.25,10,18,1,0,0
2016-02-09 19:00:00,1,57,20160902191,NoEvent,70,21,29.13,11,19,1,0,0
2016-02-09 20:00:00,1,54,20160902201,NoEvent,68,20,29.12,12,20,1,0,0
2016-02-09 21:00:00,1,52,20160902211,NoEvent,73,24,29.08,13,21,1,0,0
2016-02-09 22:00:00,1,44,20160902221,NoEvent,69,24,29.01,14,22,1,0,0
2016-02-09 23:00:00,1,47,20160902231,NoEvent,70,22,29.25,15,23,1,0,0
2016-03-09 00:00:00,1,44,20160903001,NoEvent,74,15,29.03,0,0,2,0,0
2016-03-09 01:00:00,1,34,20160903011,NoEvent,70,17,29.26,1,1,2,0,0
2016-03-09 02:00:00,1,31,20160903021,NoEvent,68,23,29.14,1,2,2,0,0
2016-03-09 03:00:00,1,25,20160903031,NoEvent,58,24,29.26,1,3,2,0,0
2016-03-09 04:00:00,1,18,20160903041,NoEvent,56,22,29.2,2,4,2,0,0
2016-03-09 05:00:00,1,17,20160903051,NoEvent,56,23,29.21,2,5,2,0,0
2016-03-09 06:00:00,1,22,20160903061,NoEvent,54,28,29.1,2,6,2,0,0
2016-03-09 07:00:00,1,19,20160903071,NoEvent,51,23,29.2,3,7,2,0,0
2016-03-09 08:00:00,1,23,20160903081,NoEvent,54,28,29.24,3,8,2,0,0
2016-03-09 09:00:00,1,27,20160903091,NoEvent,51,28,29.13,3,9,2,0,0
2016-03-09 10:00:00,1,33,20160903101,NoEvent,56,29,29.06,4,10,2,0,0
2016-03-09 11:00:00,1,38,20160903111,NoEvent,55,27,29.26,5,11,2,0,0
2016-03-09 12:00:00,1,37,20160903121,NoEvent,59,22,29.06,6,12,2,0,0
2016-03-09 13:00:00,1,36,20160903131,NoEvent,63,21,29.29,7,13,2,0,0
2016-03-09 14:00:00,1,32,20160903141,NoEvent,62,21,29.27,7,14,2,0,0
2016-03-09 15:00:00,1,36,20160903151,NoEvent,72,19,29.03,8,15,2,0,0
2016-03-09 16:00:00,1,29,20160903161,NoEvent,68,16,29.13,8,16,2,0,0
2016-03-09 17:00:00,1,31,20160903171,NoEvent,72,19,29.11,8,17,2,0,0
2016-03-09 18:00:00,1,39,20160903181,NoEvent,66,19,29.02,8,18,2,0,0
2016-03-09 19:00:00,1,38,20160903191,NoEvent,67,16,29.06,9,19,2,0,0
2016-03-09 20:00:00,1,38,20160903201,NoEvent,67,21,29.05,9,20,2,0,0
2016-03-09 21:00:00,1,40,20160903211,NoEvent,67,21,29.29,9,21,2,0,0
2016-03-09 22:00:00,1,36,20160903221,NoEvent,66,15,29.17,9,22,2,0,0
2016-03-09 23:00:00,1,35,20160903231,NoEvent,72,21,29.22,10,23,2,0,0
2016-04-09 00:00:00,1,36,20160904001,NoEvent,69,16,29.03,1,0,5,1,0
2016-04-09 01:00:00,1,25,20160904011,NoEvent,65,21,28.99,1,1,5,1,0
2016-04-09 02:00:00,1,24,20160904021,NoEvent,58,19,29.2,1,2,5,1,0
2016-04-09 03:00:00,1,21,20160904031,NoEvent,57,24,29.02,2,3,5,1,0
2016-04-09 04:00:00,1,16,20160904041,NoEvent,52,23,29.1,2,4,5,1,0
2016-04-09 05:00:00,1,15,20160904051,NoEvent,45,24,29.18,2,5,5,1,0
2016-04-09 06:00:00,1,13,20160904061,NoEvent,46,29,29.16,3,6,5,1,0
2016-04-09 07:00:00,1,19,20160904071,NoEvent,49,24,29.08,3,7,5,1,0
2016-04-09 08:00:00,1,23,20160904081,NoEvent,44,24,29.04,3,8,5,1,0
2016-04-09 09:00:00,1,27,20160904091,NoEvent,46,30,29.27,3,9,5,1,0
2016-04-09 10:00:00,1,29,20160904101,NoEvent,49,28,29.1,4,10,5,1,0
2016-04-09 11:00:00,1,32,20160904111,NoEvent,48,26,29.03,4,11,5,1,0
2016-04-09 12:00:00,1,32,20160904121,NoEvent,50,24,29.0,4,12,5,1,0
2016-04-09 13:00:00,1,37,20160904131,NoEvent,54,20,29.2,5,13,5,1,0
2016-04-09 14:00:00,1,31,20160904141,NoEvent,62,18,29.23,5,14,5,1,0
2016-04-09 15:00:00,1,33,20160904151,NoEvent,61,16,29.13,6,15,5,1,0
2016-04-09 16:00:00,1,32,20160904161,NoEvent,62,16,29.14,7,16,5,1,0
2016-04-09 17:00:00,1,35,20160904171,NoEvent,61,16,29.28,8,17,5,1,0
2016-04-09 18:00:00,1,38,20160904181,NoEvent,66,20,29.09,8,18,5,1,0
2016-04-09 19:00:00,1,39,20160904191,NoEvent,60,21,29.27,8,19,5,1,0
2016-04-09 20:00:00,1,39,20160904201,NoEvent,61,18,29.04,9,20,5,1,0
2016-04-09 21:00:00,1,39,20160904211,NoEvent,64,16,29.3,10,21,5,1,0
2016-04-09 22:00:00,1,39,20160904221,NoEvent,66,22,29.09,10,22,5,1,0
2016-04-09 23:00:00,1,41,20160904231,NoEvent,61,17,29.17,10,23,5,1,0
2016-05-09 00:00:00,1,36,20160905001,NoEvent,76,10,29.24,0,0,0,0,0
2016-05-09 01:00:00,1,31,20160905011,NoEvent,71,11,29.15,0,1,0,0,0
2016-05-09 02:00:00,1,25,20160905021,NoEvent,67,15,29.0,1,2,0,0,0
2016-05-09 03:00:00,1,23,20160905031,NoEvent,62,21,29.03,1,3,0,0,0
2016-05-09 04:00:00,1,21,20160905041,NoEvent,56,22,29.23,1,4,0,0,0
2016-05-09 05:00:00,1,16,20160905051,NoEvent,52,25,29.09,1,5,0,0,0
2016-05-09 06:00:00,1,22,20160905061,NoEvent,54,21,29.23,2,6,0,0,0
2016-05-09 07:00:00,1,24,20160905071,NoEvent,51,23,29.13,3,7,0,0,0
2016-05-09 08:00:00,1,29,20160905081,NoEvent,54,24,29.12,4,8,0,0,0
2016-05-09 09:00:00,1,31,20160905091,NoEvent,56,25,29.02,5,9,0,0,0
2016-05-09 10:00:00,1,39,20160905101,NoEvent,54,23,29.16,5,10,0,0,0
2016-05-09 11:00:00,1,43,20160905111,NoEvent,51,21,29.02,6,11,0,0,0
2016-05-09 12:00:00,1,48,20160905121,NoEvent,59,17,29.22,7,12,0,0,0
2016-05-09 13:00:00,1,45,20160905131,NoEvent,63,19,29.09,7,13,0,0,0
2016-05-09 14:00:00,1,46,20160905141,NoEvent,64,19,29.11,8,14,0,0,0
2016-05-09 15:00:00,1,42,20160905151,NoEvent,68,15,29.15,8,15,0,0,0
2016-05-09 16:00:00,1,44,20160905161,NoEvent,66,12,29.01,8,16,0,0,0
2016-05-09 17:00:00,1,46,20160905171,NoEvent,67,12,29.0,9,17,0,0,0
2016-05-09 18:00:00,1,50,20160905181,NoEvent,71,17,29.02,9,18,0,0,0
2016-05-09 19:00:00,1,52,20160905191,NoEvent,68,17,29.29,10,19,0,0,0
2016-05-09 20:00:00,1,55,20160905201,NoEvent,72,17,29.18,10,20,0,0,0
2016-05-09 21:00:00,1,51,20160905211,NoEvent,68,16,29.02,10,21,0,0,0
2016-05-09 22:00:00,1,45,20160905221,NoEvent,72,15,29.26,11,22,0,0,0
2016-05-09 23:00:00,1,44,20160905231,NoEvent,72,15,29.05,12,23,0,0,0
2016-06-09 00:00:00,1,36,20160906001,NoEvent,68,17,29.24,0,0,3,0,0
2016-06-09 01:00:00,1,31,20160906011,NoEvent,60,19,29.25,0,1,3,0,0
2016-06-09 02:00:00,1,27,20160906021,NoEvent,56,25,29.14,0,2,3,0,0
2016-06-09 03:00:00,1,22,20160906031,NoEvent,53,27,29.24,0,3,3,0,0
2016-06-09 04:00:00,1,22,20160906041,NoEvent,48,27,29.13,1,4,3,0,0
2016-06-09 05:00:00,1,22,20160906051,NoEvent,49,30,29.05,1,5,3,0,0
2016-06-09 06:00:00,1,26,20160906061,NoEvent,44,27,29.0,2,6,3,0,0
2016-06-09 07:00:00,1,27,20160906071,NoEvent,44,29,29.24,2,7,3,0,0
2016-06-09 08:00:00,1,34,20160906081,NoEvent,49,27,29.22,2,8,3,0,0
2016-06-09 09:00:00,1,41,20160906091,NoEvent,45,31,29.2,3,9,3,0,0
2016-06-09 10:00:00,1,48,20160906101,NoEvent,49,27,29.02,3,10,3,0,0
2016-06-09 11:00:00,1,63,20160906111,NoEvent,50,25,29.27,3,11,3,0,0
2016-06-09 12:00:00,1,77,20160906121,NoEvent,50,23,29.03,3,12,3,0,0
2016-06-09 13:00:00,1,59,20160906131,NoEvent,57,22,29.21,4,13,3,0,0
2016-06-09 14:00:00,1,67,20160906141,NoEvent,56,25,29.05,4,14,3,0,0
2016-06-09 15:00:00,1,66,20160906151,NoEvent,65,21,29.17,5,15,3,0,0
2016-06-09 16:00:00,1,65,20160906161,NoEvent,64,18,29.03,5,16,3,0,0
2016-06-09 17:00:00,1,67,20160906171,NoEvent,65,19,29.0,5,17,3,0,0
2016-06-09 18:00:00,1,66,20160906181,NoEvent,66,18,29.07,6,18,3,0,0
2016-06-09 19:00:00,1,74,20160906191,NoEvent,61,17,29.19,6,19,3,0,0
2016-06-09 20:00:00,1,65,20160906201,NoEvent,64,21,29.1,7,20,3,0,0
2016-06-09 21:00:00,1,66,20160906211,NoEvent,66,23,29.29,7,21,3,0,0
2016-06-09 22:00:00,1,67,20160906221,NoEvent,64,19,29.18,8,22,3,0,0
2016-06-09 23:00:00,1,57,20160906231,NoEvent,64,22,29.04,9,23,3,0,0
2016-07-09 00:00:00,1,53,20160907001,NoEvent,69,30,29.1,0,0,5,1,0
2016-07-09 01:00:00,1,46,20160907011,NoEvent,68,33,29.17,0,1,5,1,0
2016-07-09 02:00:00,1,39,20160907021,NoEvent,66,34,29.01,0,2,5,1,0
2016-07-09 03:00:00,1,31,20160907031,NoEvent,60,36,29.16,1,3,5,1,0
